chr	start	end	name	score	strand	NormedTC_ENCFF462CMF	NormedTC_ENCFF942TPA	NormedTC_K562_RBFOX2	BC_K562_RBFOX2	annotation	gene	external_gene_name	grouped_annotation
chr2	152704112	152704132	chr2-6438	6.8	-	1.073	2.2015	3.2745	2	LTR/ERV	ENSG00000196504.22	""	TE
chr2	152716012	152716032	chr2-3342	10.9	-	1.8241	1.5411	3.3652	2	CDS	ENSG00000196504.22	""	Genic
chr2	156400798	156400818	chr2-1138	21.8	+	4.0774	1.9814	6.0587	2	tRNA*	ENSG00000310173.1	""	ncRNA
chr2	157262498	157262518	chr2-4588	8.16	+	0.9657	2.4217	3.3874	2	Alu	ENSG00000136542.10	""	TE
chr2	157272448	157272468	chr2-1442	13.6	+	1.7168	1.9814	3.6982	2	LINE	ENSG00000136542.10	""	TE
chr2	157759605	157759625	chr2-2469	8.84	-	1.2876	2.2015	3.4891	2	LINE	ENSG00000115170.17	""	TE
chr2	157839287	157839307	chr2-141	38.8	-	15.2365	18.0526	33.2891	2	First intron	ENSG00000115170.17	""	Genic
chr2	157839428	157839448	chr2-171	50.3	-	9.4423	10.7875	20.2299	2	First intron	ENSG00000115170.17	""	Genic
chr2	157839867	157839887	chr2-1865	12.9	-	2.146	3.3023	5.4483	2	First intron	ENSG00000115170.17	""	Genic
chr2	157845701	157845721	chr2-1140	12.2	-	1.6095	1.7612	3.3707	2	First intron	ENSG00000115170.17	""	Genic
chr2	158457148	158457168	chr2-1443	13.6	+	3.0044	1.7612	4.7656	2	5'UTR	ENSG00000144283.24	""	Genic
chr2	158584253	158584273	chr2-120	31.3	-	2.0387	6.1643	8.203	2	Deep intronic	""	""	Genic
chr2	158621279	158621299	chr2-2470	8.16	+	0.8584	2.2015	3.0599	2	CDS	ENSG00000144283.24	""	Genic
chr2	158621398	158621418	chr2-2471	6.8	+	1.1803	3.0822	4.2624	2	CDS	ENSG00000144283.24	""	Genic
chr2	158623373	158623393	chr2-3354	12.2	+	1.2876	2.2015	3.4891	2	Alu	ENSG00000144283.24	""	TE
chr2	158661529	158661549	chr2-3355	11.6	+	1.8241	1.9814	3.8055	2	Proximal intronic	ENSG00000144283.24	""	Genic
chr2	158663286	158663306	chr2-873	10.9	+	0.8584	2.2015	3.0599	2	CDS	ENSG00000144283.24	""	Genic
chr2	158669641	158669661	chr2-2473	11.6	+	2.0387	1.7612	3.7999	2	Proximal intronic	ENSG00000144283.24	""	Genic
chr2	159712733	159712753	chr2-1142	10.9	+	2.146	2.6418	4.7878	2	5'UTR	ENSG00000136536.16	""	Genic
chr2	159738597	159738617	chr2-706	23.1	+	3.0044	3.9628	6.9671	2	LTR/ERV	ENSG00000136536.16	""	TE
chr2	159738708	159738728	chr2-213	62.6	+	7.4036	11.6682	19.0718	2	LTR/ERV	ENSG00000136536.16	""	TE
chr2	159738837	159738857	chr2-1143	18.4	+	2.5752	3.9628	6.5379	2	LTR/ERV	ENSG00000136536.16	""	TE
chr2	159739125	159739145	chr2-555	28.6	+	3.7555	5.0635	8.819	2	LTR/ERV	ENSG00000136536.16	""	TE
chr2	159747980	159748000	chr2-4611	12.2	+	1.5022	1.7612	3.2634	2	CDS	ENSG00000136536.16	""	Genic
chr2	161160587	161160607	chr2-2478	6.8	+	1.3949	1.9814	3.3763	2	5'UTR	ENSG00000136560.15	""	Genic
chr2	161164164	161164184	chr2-4614	17.7	+	1.8241	3.3023	5.1264	2	First intron	ENSG00000136560.15	""	Genic
chr2	161278606	161278626	chr2-707	15	+	2.146	2.862	5.008	2	LINE	""	""	TE
chr2	161278812	161278832	chr2-1144	9.52	+	1.8241	1.7612	3.5853	2	LINE	""	""	TE
chr2	161279631	161279651	chr2-4620	7.48	+	0.9657	2.4217	3.3874	2	Deep intronic	""	""	Genic
chr2	161279666	161279686	chr2-2480	15.6	+	1.7168	3.3023	5.0191	2	LINE	""	""	TE
chr2	161395188	161395208	chr2-4622	6.8	+	0.9657	2.4217	3.3874	2	CDS	ENSG00000115233.13	""	Genic
chr2	161408851	161408871	chr2-214	18.4	+	1.9314	4.4031	6.3345	2	CDS	ENSG00000115233.13	""	Genic
chr2	161411308	161411328	chr2-448	16.3	+	1.5022	1.9814	3.4836	2	CDS	ENSG00000115233.13	""	Genic
chr2	167845628	167845648	chr2-1447	10.9	-	1.073	3.0822	4.1551	2	LINE	ENSG00000235335.4	B3GALT1-AS1	TE
chr2	167846027	167846047	chr2-3367	12.2	-	0.6438	3.3023	3.9461	2	LINE	ENSG00000235335.4	B3GALT1-AS1	TE
chr2	167846205	167846225	chr2-874	12.9	-	1.1803	2.862	4.0423	2	LINE	ENSG00000235335.4	B3GALT1-AS1	TE
chr2	167846600	167846620	chr2-2483	8.84	-	0.4292	3.0822	3.5114	2	LINE	ENSG00000235335.4	B3GALT1-AS1	TE
chr2	167846950	167846970	chr2-1871	10.2	-	1.1803	1.9814	3.1617	2	LINE	ENSG00000235335.4	B3GALT1-AS1	TE
chr2	167847327	167847347	chr2-1448	16.3	-	1.6095	2.862	4.4715	2	LINE	ENSG00000235335.4	B3GALT1-AS1	TE
chr2	167847409	167847429	chr2-1872	10.9	-	1.5022	2.4217	3.9239	2	LINE	ENSG00000235335.4	B3GALT1-AS1	TE
chr2	167848189	167848209	chr2-1449	8.84	-	1.073	2.6418	3.7148	2	LINE	ENSG00000235335.4	B3GALT1-AS1	TE
chr2	167848255	167848275	chr2-1874	9.52	-	0.6438	3.5225	4.1663	2	LINE	ENSG00000235335.4	B3GALT1-AS1	TE
chr2	167848965	167848985	chr2-1450	14.3	-	0.6438	4.4031	5.0469	2	LINE	ENSG00000235335.4	B3GALT1-AS1	TE
chr2	167882547	167882567	chr2-2488	10.2	-	2.0387	1.1008	3.1395	2	Deep intronic	ENSG00000235335.4	B3GALT1-AS1	Genic
chr2	167882601	167882621	chr2-4630	8.84	-	2.3606	1.3209	3.6815	2	Deep intronic	ENSG00000235335.4	B3GALT1-AS1	Genic
chr2	167884817	167884837	chr2-1875	21.1	-	3.9701	0.2202	4.1902	2	Deep intronic	ENSG00000235335.4	B3GALT1-AS1	Genic
chr2	167885207	167885227	chr2-1451	10.9	-	3.3263	0.6605	3.9867	2	LINE	ENSG00000235335.4	B3GALT1-AS1	TE
chr2	167889655	167889675	chr2-1453	11.6	-	2.7898	0.4403	3.2301	2	LINE	ENSG00000235335.4	B3GALT1-AS1	TE
chr2	167890674	167890694	chr2-2496	11.6	-	3.0044	0.4403	3.4447	2	LINE	ENSG00000235335.4	B3GALT1-AS1	TE
chr2	167891134	167891154	chr2-557	18.4	-	4.7212	0.2202	4.9413	2	LINE	ENSG00000235335.4	B3GALT1-AS1	TE
chr2	167891362	167891382	chr2-1145	20.4	-	3.4336	0.8806	4.3142	2	LINE	ENSG00000235335.4	B3GALT1-AS1	TE
chr2	167891431	167891451	chr2-875	15.6	-	4.3993	1.9814	6.3806	2	LINE	ENSG00000235335.4	B3GALT1-AS1	TE
chr2	167895182	167895202	chr2-1881	10.2	-	3.219	0.4403	3.6593	2	LINE	ENSG00000235335.4	B3GALT1-AS1	TE
chr2	167895243	167895263	chr2-2503	11.6	-	3.0044	0.4403	3.4447	2	LINE	ENSG00000235335.4	B3GALT1-AS1	TE
chr2	167895961	167895981	chr2-1146	17.7	-	3.3263	0.8806	4.2069	2	LINE	ENSG00000235335.4	B3GALT1-AS1	TE
chr2	167903514	167903534	chr2-1883	11.6	-	1.5022	2.6418	4.144	2	Deep intronic	ENSG00000235335.4	B3GALT1-AS1	Genic
chr2	167909830	167909850	chr2-1147	9.52	-	2.0387	1.9814	4.0201	2	LINE	ENSG00000235335.4	B3GALT1-AS1	TE
chr2	167927593	167927613	chr2-3381	11.6	-	1.7168	1.5411	3.2579	2	Other SINE	ENSG00000235335.4	B3GALT1-AS1	TE
chr2	167933411	167933431	chr2-1884	10.9	-	2.2533	0.8806	3.1339	2	Deep intronic	ENSG00000235335.4	B3GALT1-AS1	Genic
chr2	168861587	168861607	chr2-558	12.9	-	2.7898	3.3023	6.0921	2	3'UTR-distal	""	""	Genic
chr2	168870802	168870822	chr2-1454	11.6	-	0.8584	3.9628	4.8212	2	3'UTR-distal	""	""	Genic
chr2	168889390	168889410	chr2-4657	8.16	-	1.3949	1.7612	3.1561	2	CDS	ENSG00000152253.10	""	Genic
chr2	169557224	169557244	chr2-3388	6.8	-	1.8241	2.6418	4.4659	2	CDS	ENSG00000138399.19	""	Genic
chr2	169572619	169572639	chr2-3390	10.9	-	1.8241	3.7426	5.5667	2	5'UTR	ENSG00000138399.19	""	Genic
chr2	169572738	169572758	chr2-710	17.7	-	3.8628	7.4852	11.348	2	5'UTR	ENSG00000138399.19	""	Genic
chr2	169608718	169608738	chr2-1887	11.6	+	0.9657	4.1829	5.1486	2	CDS	ENSG00000138398.18	""	Genic
chr2	169631787	169631807	chr2-1150	11.6	+	2.2533	1.5411	3.7944	2	CDS	ENSG00000138398.18	""	Genic
chr2	169637120	169637140	chr2-1460	8.84	+	1.3949	3.0822	4.477	2	CDS	ENSG00000138398.18	""	Genic
chr2	169798928	169798948	chr2-879	15	+	3.6482	1.3209	4.9691	2	5'UTR	ENSG00000138385.17	""	Genic
chr2	169800945	169800965	chr2-105	25.2	+	2.6825	2.862	5.5445	2	5'UTR	ENSG00000138385.17	""	Genic
chr2	169805486	169805506	chr2-561	12.2	+	1.8241	1.3209	3.145	2	CDS	ENSG00000138385.17	""	Genic
chr2	169805749	169805769	chr2-368	23.8	+	3.6482	2.6418	6.29	2	CDS	ENSG00000138385.17	""	Genic
chr2	169806794	169806814	chr2-172	20.4	+	3.219	2.862	6.081	2	CDS	ENSG00000138385.17	""	Genic
chr2	169806985	169807005	chr2-306	16.3	+	2.3606	3.0822	5.4427	2	CDS	ENSG00000138385.17	""	Genic
chr2	169808488	169808508	chr2-121	22.4	+	2.146	3.3023	5.4483	2	CDS	ENSG00000138385.17	""	Genic
chr2	169808866	169808886	chr2-173	14.3	+	1.8241	3.0822	4.9062	2	CDS	ENSG00000138385.17	""	Genic
chr2	169810316	169810336	chr2-449	12.9	+	2.8971	3.9628	6.8598	2	CDS	ENSG00000138385.17	""	Genic
chr2	169810385	169810405	chr2-1889	10.9	+	1.8241	2.4217	4.2458	2	CDS	ENSG00000138385.17	""	Genic
chr2	169810871	169810891	chr2-122	24.5	+	2.6825	3.5225	6.2049	2	CDS	ENSG00000138385.17	""	Genic
chr2	169810967	169810987	chr2-712	19.7	+	3.9701	5.9442	9.9142	2	CDS	ENSG00000138385.17	""	Genic
chr2	169811309	169811329	chr2-450	21.8	+	4.7212	4.6232	9.3444	2	CDS	ENSG00000138385.17	""	Genic
chr2	169811682	169811702	chr2-34	46.2	+	5.365	5.9442	11.3091	2	CDS	ENSG00000138385.17	""	Genic
chr2	169811796	169811816	chr2-1152	21.8	+	4.1847	2.862	7.0467	2	3'UTR	ENSG00000138385.17	""	Genic
chr2	169811914	169811934	chr2-1890	15	+	4.1847	2.6418	6.8265	2	3'UTR	ENSG00000138385.17	""	Genic
chr2	169828525	169828545	chr2-562	15.6	+	3.1117	5.0635	8.1752	2	First intron	ENSG00000144357.19	""	Genic
chr2	169828688	169828708	chr2-880	15	+	4.3993	5.0635	9.4628	2	First intron	ENSG00000144357.19	""	Genic
chr2	169836101	169836121	chr2-1154	25.2	+	3.3263	1.7612	5.0875	2	Alu	ENSG00000144357.19	""	TE
chr2	169836544	169836564	chr2-215	41.5	+	5.4722	9.6868	15.159	2	LINE	ENSG00000144357.19	""	TE
chr2	170076089	170076109	chr2-3400	13.6	+	1.2876	1.9814	3.269	2	LTR/ERV	ENSG00000144357.19	""	TE
chr2	171041669	171041689	chr2-1464	12.2	-	1.3949	3.3023	4.6972	2	Deep intronic	ENSG00000198586.15	""	Genic
chr2	171061123	171061143	chr2-369	12.9	-	1.073	2.2015	3.2745	2	CDS	ENSG00000198586.15	""	Genic
chr2	171085835	171085855	chr2-1466	10.2	-	1.1803	3.5225	4.7028	2	LINE	ENSG00000198586.15	""	TE
chr2	171523305	171523325	chr2-1467	8.84	+	1.6095	1.7612	3.3707	2	First intron	ENSG00000071967.13	""	Genic
chr2	171541144	171541164	chr2-1469	14.3	+	3.1117	3.7426	6.8543	2	LINE	ENSG00000071967.13	""	TE
chr2	171541258	171541278	chr2-713	23.1	+	2.2533	4.6232	6.8765	2	LINE	ENSG00000071967.13	""	TE
chr2	171541326	171541346	chr2-2523	12.2	+	1.8241	2.6418	4.4659	2	LINE	ENSG00000071967.13	""	TE
chr2	171690187	171690207	chr2-2524	8.16	+	0.4292	3.3023	3.7315	2	CDS	ENSG00000077380.17	""	Genic
chr2	171692791	171692811	chr2-881	12.9	+	1.073	3.7426	4.8156	2	CDS	ENSG00000077380.17	""	Genic
chr2	171725632	171725652	chr2-307	14.3	+	1.7168	2.6418	4.3586	2	CDS	ENSG00000077380.17	""	Genic
chr2	171725697	171725717	chr2-4688	8.16	+	0.8584	2.4217	3.2801	2	CDS	ENSG00000077380.17	""	Genic
chr2	171725920	171725940	chr2-882	15	+	0.9657	3.0822	4.0478	2	CDS	ENSG00000077380.17	""	Genic
chr2	171747958	171747978	chr2-1157	28.6	+	2.7898	6.1643	8.9541	2	3'UTR	ENSG00000077380.17	""	Genic
chr2	171925575	171925595	chr2-3415	8.16	+	1.1803	2.6418	3.8221	2	CDS	ENSG00000128708.14	""	Genic
chr2	171979348	171979368	chr2-3416	8.84	+	1.3949	1.9814	3.3763	2	CDS	ENSG00000128708.14	""	Genic
chr2	171983197	171983217	chr2-563	12.9	+	1.3949	2.6418	4.0367	2	CDS	ENSG00000128708.14	""	Genic
chr2	172568381	172568401	chr2-1898	12.2	+	1.1803	2.6418	3.8221	2	Deep intronic	ENSG00000152256.15	""	Genic
chr2	172574152	172574172	chr2-714	25.8	+	2.6825	5.0635	7.746	2	LINE	ENSG00000152256.15	""	TE
chr2	172575287	172575307	chr2-1899	8.16	+	1.073	2.862	3.935	2	LINE	ENSG00000152256.15	""	TE
chr2	172578778	172578798	chr2-2529	8.16	+	1.2876	2.4217	3.7093	2	LINE	ENSG00000152256.15	""	TE
chr2	172597128	172597148	chr2-6617	16.3	+	2.4679	0.8806	3.3485	2	3'UTR	ENSG00000152256.15	""	Genic
chr2	173903215	173903235	chr2-1470	15.6	-	1.2876	3.0822	4.3697	2	3'UTR	ENSG00000172845.18	SP3	Genic
chr2	173918615	173918635	chr2-1902	8.16	-	1.3949	1.9814	3.3763	2	CDS	ENSG00000172845.18	SP3	Genic
chr2	174075041	174075061	chr2-1471	23.1	-	2.4679	3.7426	6.2105	2	3'UTR	ENSG00000138430.17	""	Genic
chr2	174079068	174079088	chr2-1904	10.9	-	0.4292	2.6418	3.071	2	CDS	ENSG00000138430.17	""	Genic
chr2	174081162	174081182	chr2-3422	8.84	-	0.5365	2.862	3.3985	2	CDS	ENSG00000138430.17	""	Genic
chr2	174169227	174169247	chr2-2534	11.6	-	0.5365	2.6418	3.1783	2	Alu	ENSG00000138430.17	""	TE
chr2	174213089	174213109	chr2-1905	10.9	-	1.2876	2.862	4.1496	2	Deep intronic	ENSG00000138430.17	""	Genic
chr2	174557977	174557997	chr2-451	47.6	-	7.7255	0.2202	7.9457	2	3'UTR-distal	ENSG00000206965.1	RNU6-5P	Genic
chr2	175073462	175073482	chr2-3427	7.48	-	1.5022	2.2015	3.7037	2	3'UTR	ENSG00000115966.19	""	Genic
chr2	175075184	175075204	chr2-2537	8.16	-	1.7168	3.5225	5.2392	2	Deep intronic	ENSG00000115966.19	""	Genic
chr2	175076913	175076933	chr2-564	30.6	-	2.4679	5.2837	7.7516	2	LINE	ENSG00000115966.19	""	TE
chr2	175077005	175077025	chr2-4717	10.2	-	0.4292	2.862	3.2912	2	LINE	ENSG00000115966.19	""	TE
chr2	175093139	175093159	chr2-3430	8.84	-	1.5022	1.7612	3.2634	2	CDS	ENSG00000115966.19	""	Genic
chr2	175097450	175097470	chr2-3431	7.48	-	1.7168	1.5411	3.2579	2	CDS	ENSG00000115966.19	""	Genic
chr2	175111621	175111641	chr2-1159	8.84	-	1.2876	2.6418	3.9294	2	CDS	ENSG00000115966.19	""	Genic
chr2	175114548	175114568	chr2-3433	10.9	-	1.3949	1.7612	3.1561	2	3'UTR	ENSG00000115966.19	""	Genic
chr2	175114853	175114873	chr2-370	14.3	-	1.2876	2.4217	3.7093	2	CDS	ENSG00000115966.19	""	Genic
chr2	175118000	175118020	chr2-1908	10.2	-	1.6095	3.3023	4.9118	2	CDS	ENSG00000115966.19	""	Genic
chr2	175122997	175123017	chr2-6661	19	-	2.146	3.5225	5.6684	2	Deep intronic	ENSG00000115966.19	""	Genic
chr2	175166793	175166813	chr2-3435	7.48	-	1.2876	2.6418	3.9294	2	3'UTR-distal	ENSG00000115966.19	""	Genic
chr2	175178274	175178294	chr2-1475	15	-	3.8628	2.862	6.7248	2	3'UTR	ENSG00000154518.11	""	Genic
chr2	175178373	175178393	chr2-1476	10.2	-	1.073	1.9814	3.0544	2	CDS	ENSG00000154518.11	""	Genic
chr2	175179121	175179141	chr2-1477	12.9	-	2.4679	1.1008	3.5686	2	CDS	ENSG00000154518.11	""	Genic
chr2	175179216	175179236	chr2-43	29.9	-	4.292	3.3023	7.5943	2	CDS	ENSG00000154518.11	""	Genic
chr2	175180108	175180128	chr2-566	12.9	-	2.5752	2.4217	4.9969	2	CDS	ENSG00000154518.11	""	Genic
chr2	175180153	175180173	chr2-452	20.4	-	2.7898	0.4403	3.2301	2	CDS	ENSG00000154518.11	""	Genic
chr2	175181364	175181384	chr2-1909	17	-	3.219	1.9814	5.2004	2	CDS	ENSG00000154518.11	""	Genic
chr2	175181433	175181453	chr2-216	21.1	-	1.8241	2.4217	4.2458	2	5'UTR	ENSG00000154518.11	""	Genic
chr2	175181678	175181698	chr2-1478	12.9	-	2.4679	0.8806	3.3485	2	5'UTR	ENSG00000154518.11	""	Genic
chr2	176304753	176304773	chr2-1911	12.2	+	1.5022	2.4217	3.9239	2	First intron	ENSG00000128654.15	""	Genic
chr2	176325906	176325926	chr2-3440	11.6	+	1.8241	1.3209	3.145	2	First intron	ENSG00000128654.15	""	Genic
chr2	176328288	176328308	chr2-885	8.84	+	0.7511	2.4217	3.1728	2	CDS	ENSG00000128654.15	""	Genic
chr2	176330583	176330603	chr2-371	14.3	+	1.2876	2.2015	3.4891	2	CDS	ENSG00000128654.15	""	Genic
chr2	176337710	176337730	chr2-453	15	+	2.6825	4.4031	7.0856	2	3'UTR	ENSG00000128654.15	""	Genic
chr2	177212799	177212819	chr2-716	16.3	+	3.0044	2.2015	5.2059	2	CDS	ENSG00000170144.24	""	Genic
chr2	177213009	177213029	chr2-454	41.5	+	4.7212	9.0263	13.7475	2	First intron	ENSG00000170144.24	""	Genic
chr2	177213213	177213233	chr2-174	51	+	4.7212	7.7054	12.4265	2	Satellite/LC	ENSG00000170144.24	""	TE
chr2	177214838	177214858	chr2-308	40.8	+	3.6482	9.6868	13.3349	2	First intron	ENSG00000170144.24	""	Genic
chr2	177219411	177219431	chr2-455	21.8	+	3.5409	3.5225	7.0633	2	3'UTR	ENSG00000170144.24	""	Genic
chr2	177219814	177219834	chr2-1479	11.6	+	1.8241	1.9814	3.8055	2	3'UTR	ENSG00000170144.24	""	Genic
chr2	177220320	177220340	chr2-1162	11.6	+	1.8241	1.9814	3.8055	2	3'UTR	ENSG00000170144.24	""	Genic
chr2	177220991	177221011	chr2-1912	8.84	+	2.2533	2.2015	4.4548	2	3'UTR	ENSG00000170144.24	""	Genic
chr2	177222413	177222433	chr2-372	36.7	+	14.4854	7.7054	22.1908	2	3'UTR	ENSG00000170144.24	""	Genic
chr2	177222458	177222478	chr2-123	102.7	+	23.3912	18.9332	42.3244	2	3'UTR	ENSG00000170144.24	""	Genic
chr2	177222912	177222932	chr2-217	87	+	17.7043	6.6046	24.309	2	3'UTR	ENSG00000170144.24	""	Genic
chr2	177223075	177223095	chr2-457	27.2	+	6.9744	3.9628	10.9372	2	3'UTR	ENSG00000170144.24	""	Genic
chr2	177223274	177223294	chr2-1480	27.2	+	5.365	1.1008	6.4657	2	3'UTR	ENSG00000170144.24	""	Genic
chr2	177223573	177223593	chr2-1167	18.4	+	3.7555	1.5411	5.2965	2	3'UTR	ENSG00000170144.24	""	Genic
chr2	177231831	177231851	chr2-1168	11.6	-	2.0387	1.5411	3.5798	2	3'UTR	ENSG00000116044.18	""	Genic
chr2	177256470	177256490	chr2-3445	10.2	-	0.4292	3.3023	3.7315	2	First intron	ENSG00000116044.18	""	Genic
chr2	177437525	177437545	chr2-3450	8.84	+	1.2876	2.2015	3.4891	2	Deep intronic	ENSG00000018510.19	""	Genic
chr2	180872725	180872745	chr2-1483	21.8	-	1.7168	4.1829	5.8997	2	Deep intronic	""	""	Genic
chr2	182934773	182934793	chr2-1917	10.9	-	1.6095	1.7612	3.3707	2	CDS	ENSG00000061676.17	""	Genic
chr2	182953162	182953182	chr2-1918	8.84	-	1.1803	1.9814	3.1617	2	CDS	ENSG00000061676.17	""	Genic
chr2	182959360	182959380	chr2-1919	10.2	-	2.4679	0.8806	3.3485	2	LINE	ENSG00000061676.17	""	TE
chr2	182967327	182967347	chr2-458	12.9	-	1.073	2.2015	3.2745	2	CDS	ENSG00000061676.17	""	Genic
chr2	182970751	182970771	chr2-459	21.8	-	3.1117	4.6232	7.7349	2	LINE	ENSG00000061676.17	""	TE
chr2	182971504	182971524	chr2-2554	8.84	-	1.1803	2.4217	3.602	2	LINE	ENSG00000061676.17	""	TE
chr2	182971870	182971890	chr2-3467	10.2	-	0.6438	2.862	3.5058	2	LINE	ENSG00000061676.17	""	TE
chr2	182972030	182972050	chr2-1921	12.2	-	1.073	2.862	3.935	2	LINE	ENSG00000061676.17	""	TE
chr2	182977469	182977489	chr2-3468	15.6	-	1.7168	1.9814	3.6982	2	Alu	ENSG00000061676.17	""	TE
chr2	182981329	182981349	chr2-1923	10.2	-	0.8584	2.862	3.7204	2	CDS	ENSG00000061676.17	""	Genic
chr2	182982894	182982914	chr2-1171	12.2	-	1.7168	1.5411	3.2579	2	CDS	ENSG00000061676.17	""	Genic
chr2	182995723	182995743	chr2-1924	8.16	-	1.9314	2.862	4.7934	2	CDS	ENSG00000061676.17	""	Genic
chr2	183002010	183002030	chr2-1486	11.6	-	0.6438	2.6418	3.2856	2	CDS	ENSG00000061676.17	""	Genic
chr2	183002195	183002215	chr2-1925	8.84	-	1.5022	1.7612	3.2634	2	CDS	ENSG00000061676.17	""	Genic
chr2	183003303	183003323	chr2-310	12.9	-	1.3949	2.2015	3.5964	2	CDS	ENSG00000061676.17	""	Genic
chr2	183023806	183023826	chr2-2557	6.8	-	1.3949	3.0822	4.477	2	CDS	ENSG00000061676.17	""	Genic
chr2	183038171	183038191	chr2-720	20.4	-	3.9701	3.3023	7.2724	2	5'UTR	ENSG00000061676.17	""	Genic
chr2	183038321	183038341	chr2-460	21.1	-	5.9014	2.862	8.7634	2	5'UTR	ENSG00000061676.17	""	Genic
chr2	183142005	183142025	chr2-1489	10.2	+	1.3949	1.7612	3.1561	2	LINE	ENSG00000163002.14	""	TE
chr2	183185475	183185495	chr2-4764	8.16	+	1.2876	2.2015	3.4891	2	LINE	ENSG00000272800.4	""	TE
chr2	186495242	186495262	chr2-374	12.2	+	1.8241	2.4217	4.2458	2	CDS	ENSG00000065548.20	""	Genic
chr2	186495320	186495340	chr2-375	18.4	+	4.0774	3.7426	7.82	2	CDS	ENSG00000065548.20	""	Genic
chr2	186500196	186500216	chr2-44	32	+	4.0774	4.6232	8.7006	2	CDS	ENSG00000065548.20	""	Genic
chr2	186501285	186501305	chr2-124	21.1	+	1.1803	2.862	4.0423	2	CDS	ENSG00000065548.20	""	Genic
chr2	186504035	186504055	chr2-376	14.3	+	1.3949	2.2015	3.5964	2	CDS	ENSG00000065548.20	""	Genic
chr2	186504114	186504134	chr2-1928	11.6	+	2.0387	1.5411	3.5798	2	CDS	ENSG00000065548.20	""	Genic
chr2	186504199	186504219	chr2-377	17.7	+	1.9314	4.6232	6.5546	2	CDS	ENSG00000065548.20	""	Genic
chr2	186505463	186505483	chr2-91	24.5	+	3.4336	3.5225	6.956	2	CDS	ENSG00000065548.20	""	Genic
chr2	186505546	186505566	chr2-1490	10.2	+	1.6095	1.9814	3.5909	2	CDS	ENSG00000065548.20	""	Genic
chr2	186505794	186505814	chr2-2558	8.84	+	1.3949	3.3023	4.6972	2	CDS	ENSG00000065548.20	""	Genic
chr2	186508556	186508576	chr2-378	12.2	+	1.7168	2.2015	3.9183	2	CDS	ENSG00000065548.20	""	Genic
chr2	186508682	186508702	chr2-2559	10.2	+	2.146	2.6418	4.7878	2	CDS	ENSG00000065548.20	""	Genic
chr2	187535476	187535496	chr2-1931	9.52	-	0.8584	3.0822	3.9405	2	LINE	ENSG00000003436.17	""	TE
chr2	187541920	187541940	chr2-568	32.6	-	3.1117	5.9442	9.0558	2	LINE	ENSG00000003436.17	""	TE
chr2	189475324	189475344	chr2-3482	6.8	+	1.6095	1.5411	3.1506	2	CDS	ENSG00000115368.11	""	Genic
chr2	189475415	189475435	chr2-3483	7.48	+	1.9314	1.7612	3.6926	2	3'UTR	ENSG00000115368.11	""	Genic
chr2	189581871	189581891	chr2-4778	6.8	-	1.5022	1.7612	3.2634	2	First intron	ENSG00000138449.12	""	Genic
chr2	189582486	189582506	chr2-10143	6.8	-	0.7511	2.4217	3.1728	2	First intron	ENSG00000138449.12	""	Genic
chr2	190537938	190537958	chr2-29	49.6	-	3.4336	9.4666	12.9002	2	Deep intronic	""	""	Genic
chr2	190537998	190538018	chr2-4	163.2	-	12.0175	35.8851	47.9026	2	Deep intronic	""	""	Genic
chr2	190896077	190896097	chr2-1492	10.2	+	1.5022	1.7612	3.2634	2	Deep intronic	ENSG00000115419.15	""	Genic
chr2	191686720	191686740	chr2-2563	19.7	+	2.6825	3.0822	5.7646	2	3'UTR	ENSG00000173559.16	""	Genic
chr2	195657416	195657436	chr2-4781	7.48	+	1.6095	1.7612	3.3707	2	5'UTR	ENSG00000196950.15	""	Genic
chr2	195657996	195658016	chr2-889	12.2	+	2.2533	1.3209	3.5742	2	5'UTR	ENSG00000196950.15	""	Genic
chr2	196792975	196792995	chr2-2565	7.48	-	0.7511	3.9628	4.7139	2	CDS	ENSG00000119041.12	""	Genic
chr2	197392111	197392131	chr2-1494	10.9	-	2.146	1.5411	3.6871	2	3'UTR	ENSG00000115524.18	""	Genic
chr2	197392194	197392214	chr2-4783	6.8	-	1.7168	1.5411	3.2579	2	3'UTR	ENSG00000115524.18	""	Genic
chr2	197398084	197398104	chr2-569	13.6	-	1.2876	2.2015	3.4891	2	CDS	ENSG00000115524.18	""	Genic
chr2	197400089	197400109	chr2-3487	10.9	-	1.8241	1.9814	3.8055	2	CDS	ENSG00000115524.18	""	Genic
chr2	197400407	197400427	chr2-92	24.5	-	2.8971	3.0822	5.9792	2	CDS	ENSG00000115524.18	""	Genic
chr2	197400721	197400741	chr2-1172	13.6	-	2.8971	3.5225	6.4195	2	CDS	ENSG00000115524.18	""	Genic
chr2	197400784	197400804	chr2-1495	15	-	2.146	2.6418	4.7878	2	CDS	ENSG00000115524.18	""	Genic
chr2	197400905	197400925	chr2-462	12.9	-	0.8584	2.2015	3.0599	2	CDS	ENSG00000115524.18	""	Genic
chr2	197409973	197409993	chr2-893	10.9	-	1.8241	1.3209	3.145	2	CDS	ENSG00000115524.18	""	Genic
chr2	197416774	197416794	chr2-2572	7.48	-	2.2533	2.4217	4.675	2	CDS	ENSG00000115524.18	""	Genic
chr2	197416879	197416899	chr2-106	22.4	-	1.9314	3.0822	5.0135	2	CDS	ENSG00000115524.18	""	Genic
