chr	start	end	name	score	strand	NormedTC_ENCFF149LRA	NormedTC_ENCFF669MUY	NormedTC_K562_HNRNPC	BC_K562_HNRNPC	annotation	gene	external_gene_name	grouped_annotation
chr22	19902170	19902190	chr22-332	27.3	-	4.0567	2.934	6.9907	2	Alu	ENSG00000184470.21	TXNRD2	TE
chr22	19905842	19905862	chr22-934	10.9	-	1.5981	1.7049	3.303	2	Deep intronic	ENSG00000184470.21	TXNRD2	Genic
chr22	19906430	19906450	chr22-195	13.5	-	0.6147	1.9031	2.5178	2	Alu	ENSG00000184470.21	TXNRD2	TE
chr22	19906616	19906636	chr22-2681	5.46	-	0.9834	1.6256	2.609	2	Alu	ENSG00000184470.21	TXNRD2	TE
chr22	19926132	19926152	chr22-2682	3.73	-	0.6147	1.6652	2.2799	2	Alu	ENSG00000184470.21	TXNRD2	TE
chr22	19932464	19932484	chr22-4535	5.17	-	0.9834	0.7533	1.7368	2	5'UTR	ENSG00000184470.21	TXNRD2	Genic
chr22	19938779	19938799	chr22-1571	8.04	-	0.6147	1.0308	1.6455	2	LTR/ERV	ENSG00000184470.21	TXNRD2	TE
chr22	19940217	19940237	chr22-2080	11.5	-	1.4752	1.467	2.9421	2	Alu	ENSG00000184470.21	TXNRD2	TE
chr22	19942457	19942477	chr22-432	12.6	+	2.3357	2.022	4.3577	2	First intron	ENSG00000093010.16	""	Genic
chr22	19942636	19942656	chr22-121	17.5	+	2.5816	3.7269	6.3085	2	First intron	ENSG00000093010.16	""	Genic
chr22	19942848	19942868	chr22-1206	10.1	+	3.1962	2.3789	5.5751	2	LTR/ERV	ENSG00000093010.16	""	TE
chr22	19943721	19943741	chr22-718	7.47	+	1.721	1.3084	3.0294	2	LTR/ERV	ENSG00000093010.16	""	TE
chr22	19944104	19944124	chr22-1207	6.89	+	0.8605	1.2687	2.1293	2	LTR/ERV	ENSG00000093010.16	""	TE
chr22	19944202	19944222	chr22-936	6.61	+	0.7376	1.4273	2.1649	2	LTR/ERV	ENSG00000093010.16	""	TE
chr22	19945285	19945305	chr22-719	6.89	+	0.7376	1.5066	2.2442	2	LTR/ERV	ENSG00000093010.16	""	TE
chr22	19945547	19945567	chr22-1572	6.61	+	0.9834	1.2291	2.2125	2	LTR/ERV	ENSG00000093010.16	""	TE
chr22	19946575	19946595	chr22-720	8.33	+	1.2293	1.8238	3.0531	2	LTR/ERV	ENSG00000093010.16	""	TE
chr22	19946936	19946956	chr22-721	46.8	+	3.4421	5.4714	8.9135	2	Alu	ENSG00000093010.16	""	TE
chr22	19947104	19947124	chr22-1573	12.3	+	0.4917	1.7842	2.2759	2	Alu	ENSG00000093010.16	""	TE
chr22	19947447	19947467	chr22-1208	7.18	+	0.7376	1.0705	1.8081	2	5'UTR	ENSG00000093010.16	""	Genic
chr22	19947635	19947655	chr22-433	10.6	+	1.844	1.4273	3.2713	2	LTR/ERV	ENSG00000093010.16	""	TE
chr22	19949074	19949094	chr22-1209	8.04	+	0.6147	1.1894	1.8041	2	Alu	ENSG00000093010.16	""	TE
chr22	19949162	19949182	chr22-4539	6.89	+	0.6147	1.3084	1.923	2	Alu	ENSG00000093010.16	""	TE
chr22	19949332	19949352	chr22-938	10.9	+	1.1064	2.022	3.1284	2	Alu	ENSG00000093010.16	""	TE
chr22	19949404	19949424	chr22-2083	8.33	+	1.2293	1.4273	2.6566	2	LTR/ERV	ENSG00000093010.16	""	TE
chr22	19949622	19949642	chr22-553	10.6	+	2.5816	4.4406	7.0221	2	Alu	ENSG00000093010.16	""	TE
chr22	19949911	19949931	chr22-196	22.1	+	3.0733	4.2423	7.3156	2	LTR/ERV	ENSG00000093010.16	""	TE
chr22	19950409	19950429	chr22-554	14.1	+	1.1064	1.9428	3.0491	2	LTR/ERV	ENSG00000093010.16	""	TE
chr22	19950599	19950619	chr22-333	8.9	+	1.5981	1.7445	3.3426	2	LTR/ERV	ENSG00000093010.16	""	TE
chr22	19950652	19950672	chr22-434	8.04	+	1.9669	2.141	4.1079	2	LTR/ERV	ENSG00000093010.16	""	TE
chr22	19950890	19950910	chr22-1210	6.61	+	0.8605	1.6256	2.4861	2	LTR/ERV	ENSG00000093010.16	""	TE
chr22	19951684	19951704	chr22-722	6.03	+	1.2293	1.1498	2.3791	2	LTR/ERV	ENSG00000093010.16	""	TE
chr22	19954472	19954492	chr22-260	27.3	+	2.4586	3.7666	6.2252	2	Alu	ENSG00000093010.16	""	TE
chr22	19954927	19954947	chr22-1211	6.61	+	0.6147	1.3084	1.923	2	First intron	ENSG00000093010.16	""	Genic
chr22	19955930	19955950	chr22-3527	8.04	+	0.2459	1.5066	1.7525	2	First intron	ENSG00000093010.16	""	Genic
chr22	19956407	19956427	chr22-261	11.8	+	2.4586	3.1322	5.5908	2	Alu	ENSG00000093010.16	""	TE
chr22	19956571	19956591	chr22-435	8.04	+	0.4917	1.348	1.8398	2	Alu	ENSG00000093010.16	""	TE
chr22	19956764	19956784	chr22-334	18.1	+	1.844	2.6564	4.5004	2	Alu	ENSG00000093010.16	""	TE
chr22	19957475	19957495	chr22-723	7.47	+	1.3522	1.3084	2.6606	2	First intron	ENSG00000093010.16	""	Genic
chr22	19958353	19958373	chr22-436	9.48	+	1.1064	1.5066	2.613	2	Alu	ENSG00000093010.16	""	TE
chr22	19958599	19958619	chr22-2695	8.62	+	0.4917	1.1498	1.6415	2	Alu	ENSG00000093010.16	""	TE
chr22	19959323	19959343	chr22-2086	5.17	+	1.3522	1.1101	2.4624	2	5'UTR	ENSG00000093010.16	""	Genic
chr22	19960525	19960545	chr22-1217	14.6	+	1.4752	1.7842	3.2593	2	First intron	ENSG00000093010.16	""	Genic
chr22	19965834	19965854	chr22-5928	7.18	+	1.2293	0.8326	2.0619	2	Deep intronic	ENSG00000093010.16	""	Genic
chr22	20001763	20001783	chr22-1580	10.1	-	1.2293	1.467	2.6963	2	Alu	ENSG00000099889.15	""	TE
chr22	20004457	20004477	chr22-1581	10.3	-	0.4917	1.5859	2.0776	2	Alu	ENSG00000099889.15	""	TE
chr22	20005347	20005367	chr22-2698	9.48	-	1.1064	0.9912	2.0976	2	LINE	ENSG00000099889.15	""	TE
chr22	20007378	20007398	chr22-3530	7.47	-	0.6147	1.0308	1.6455	2	Alu	ENSG00000099889.15	""	TE
chr22	20007987	20008007	chr22-2699	5.46	-	1.1064	0.9912	2.0976	2	Deep intronic	ENSG00000099889.15	""	Genic
chr22	20023317	20023337	chr22-940	13.2	+	1.3522	1.8635	3.2157	2	First intron	ENSG00000183597.17	""	Genic
chr22	20027630	20027650	chr22-725	15.8	+	1.1064	1.9031	3.0095	2	Alu	ENSG00000183597.17	""	TE
chr22	20027818	20027838	chr22-4560	6.61	+	0.8605	0.793	1.6535	2	Alu	ENSG00000183597.17	""	TE
chr22	20030191	20030211	chr22-1219	8.04	+	0.8605	1.2291	2.0896	2	Alu	ENSG00000183597.17	""	TE
chr22	20041341	20041361	chr22-3533	8.33	+	0.4917	1.348	1.8398	2	Alu	ENSG00000183597.17	""	TE
chr22	20041869	20041889	chr22-726	8.04	+	0.6147	1.5463	2.1609	2	Deep intronic	ENSG00000183597.17	""	Genic
chr22	20042007	20042027	chr22-2700	9.76	+	0.9834	1.3877	2.3711	2	Alu	ENSG00000183597.17	""	TE
chr22	20046491	20046511	chr22-1582	21	+	1.721	2.6961	4.4171	2	Alu	ENSG00000183597.17	""	TE
chr22	20047038	20047058	chr22-2092	3.73	+	0.7376	0.9912	1.7288	2	LTR/ERV	ENSG00000183597.17	""	TE
chr22	20049118	20049138	chr22-3535	3.16	+	0.7376	0.9119	1.6495	2	LINE	ENSG00000183597.17	""	TE
chr22	20053244	20053264	chr22-1583	6.61	+	0.9834	1.0308	2.0143	2	Deep intronic	ENSG00000183597.17	""	Genic
chr22	20055352	20055372	chr22-555	9.19	+	1.3522	1.3877	2.7399	2	Alu	ENSG00000183597.17	""	TE
chr22	20056236	20056256	chr22-1222	4.88	+	1.1064	0.793	1.8993	2	Deep intronic	ENSG00000183597.17	""	Genic
chr22	20058050	20058070	chr22-1584	6.32	+	0.9834	0.7137	1.6971	2	LINE	ENSG00000183597.17	""	TE
chr22	20059316	20059336	chr22-727	11.5	+	1.9669	1.9428	3.9096	2	LINE	ENSG00000183597.17	""	TE
chr22	20059829	20059849	chr22-100	23.5	+	2.3357	3.6476	5.9833	2	LINE	ENSG00000183597.17	""	TE
chr22	20059919	20059939	chr22-728	9.48	+	1.2293	1.7049	2.9342	2	LINE	ENSG00000183597.17	""	TE
chr22	20059988	20060008	chr22-556	8.04	+	1.2293	0.9119	2.1412	2	Alu	ENSG00000183597.17	""	TE
chr22	20060051	20060071	chr22-1586	10.6	+	1.1064	2.2996	3.406	2	Alu	ENSG00000183597.17	""	TE
chr22	20060475	20060495	chr22-942	14.9	+	1.844	2.5771	4.4211	2	Alu	ENSG00000183597.17	""	TE
chr22	20065315	20065335	chr22-2093	6.32	+	1.1064	0.8326	1.939	2	3'UTR	ENSG00000183597.17	""	Genic
chr22	20065560	20065580	chr22-557	8.62	+	1.721	1.8238	3.5448	2	3'UTR	ENSG00000183597.17	""	Genic
chr22	20065736	20065756	chr22-1588	5.74	+	0.9834	1.0705	2.0539	2	3'UTR	ENSG00000183597.17	""	Genic
chr22	20068315	20068335	chr22-1224	12.6	+	0.7376	1.6652	2.4028	2	3'UTR-distal	""	""	Genic
chr22	20079534	20079554	chr22-1225	12.1	-	0.4917	1.6256	2.1173	2	Alu	""	""	TE
chr22	20080520	20080540	chr22-1590	6.61	+	0.9834	0.9119	1.8954	2	First intron	ENSG00000128191.18	""	Genic
chr22	20080686	20080706	chr22-1591	6.03	+	0.4917	1.1498	1.6415	2	First intron	ENSG00000128191.18	""	Genic
chr22	20080945	20080965	chr22-943	12.1	+	1.844	1.6652	3.5092	2	First intron	ENSG00000128191.18	""	Genic
chr22	20081864	20081884	chr22-437	9.76	+	1.3522	2.6564	4.0087	2	LINE	ENSG00000128191.18	""	TE
chr22	20082075	20082095	chr22-335	47.4	+	3.4421	5.6697	9.1117	2	Alu	ENSG00000128191.18	""	TE
chr22	20082192	20082212	chr22-262	13.2	+	0.7376	2.6961	3.4337	2	Alu	ENSG00000128191.18	""	TE
chr22	20082399	20082419	chr22-263	21	+	1.721	3.5287	5.2497	2	Alu	ENSG00000128191.18	""	TE
chr22	20082560	20082580	chr22-48	28.1	+	4.3026	5.9076	10.2101	2	Alu	ENSG00000128191.18	""	TE
chr22	20085370	20085390	chr22-733	6.61	+	1.844	1.1101	2.9541	2	First intron	ENSG00000128191.18	""	Genic
chr22	20085425	20085445	chr22-1226	11.2	+	1.9669	1.4273	3.3942	2	First intron	ENSG00000128191.18	""	Genic
chr22	20085685	20085705	chr22-1597	5.17	+	1.2293	0.9516	2.1809	2	5'UTR	ENSG00000128191.18	""	Genic
chr22	20085972	20085992	chr22-1598	6.32	+	0.7376	1.1498	1.8874	2	CDS	ENSG00000128191.18	""	Genic
chr22	20086458	20086478	chr22-1227	5.74	+	1.721	1.467	3.188	2	CDS	ENSG00000128191.18	""	Genic
chr22	20088559	20088579	chr22-336	13.2	+	2.9503	2.4582	5.4085	2	First intron	ENSG00000128191.18	""	Genic
chr22	20088825	20088845	chr22-154	44.2	+	5.0402	6.304	11.3442	2	Alu	ENSG00000128191.18	""	TE
chr22	20088975	20088995	chr22-561	8.9	+	2.3357	1.2291	3.5648	2	Alu	ENSG00000128191.18	""	TE
chr22	20091027	20091047	chr22-1228	6.03	+	1.721	1.3877	3.1087	2	First intron	ENSG00000128191.18	""	Genic
chr22	20094288	20094308	chr22-1602	4.88	+	0.7376	0.9516	1.6891	2	Deep intronic	ENSG00000128191.18	""	Genic
chr22	20094955	20094975	chr22-2717	7.75	+	0.4917	1.1894	1.6812	2	Proximal intronic	ENSG00000128191.18	""	Genic
chr22	20095017	20095037	chr22-2100	6.89	+	0.9834	1.4273	2.4108	2	Proximal intronic	ENSG00000128191.18	""	Genic
chr22	20095135	20095155	chr22-734	23	+	2.0898	3.0529	5.1427	2	Alu	ENSG00000128191.18	""	TE
chr22	20096633	20096653	chr22-2101	6.32	+	0.7376	1.2291	1.9667	2	LINE	ENSG00000128191.18	""	TE
chr22	20096963	20096983	chr22-1229	9.19	+	2.4586	1.5066	3.9652	2	LINE	ENSG00000128191.18	""	TE
chr22	20097102	20097122	chr22-947	9.48	+	0.7376	1.8635	2.601	2	LINE	ENSG00000128191.18	""	TE
chr22	20100387	20100407	chr22-1605	8.62	+	1.5981	1.1101	2.7082	2	Deep intronic	ENSG00000128191.18	""	Genic
chr22	20100593	20100613	chr22-1606	5.17	+	0.9834	1.1894	2.1729	2	Deep intronic	ENSG00000128191.18	""	Genic
chr22	20102122	20102142	chr22-948	9.19	+	1.721	1.5859	3.307	2	LINE	ENSG00000128191.18	""	TE
chr22	20106634	20106654	chr22-1231	4.59	+	1.2293	0.7533	1.9826	2	CDS	ENSG00000128191.18	""	Genic
chr22	20107364	20107384	chr22-736	6.03	+	1.721	0.9912	2.7122	2	CDS	ENSG00000128191.18	""	Genic
chr22	20108904	20108924	chr22-81	8.62	+	1.2293	1.4273	2.6566	2	CDS	ENSG00000128191.18	""	Genic
chr22	20108984	20109004	chr22-439	6.61	+	1.5981	1.0705	2.6686	2	CDS	ENSG00000128191.18	""	Genic
chr22	20110037	20110057	chr22-29	13.5	+	2.0898	2.141	4.2308	2	CDS	ENSG00000128191.18	""	Genic
chr22	20110256	20110276	chr22-441	11.8	+	0.7376	2.2599	2.9975	2	3'UTR	ENSG00000128191.18	""	Genic
chr22	20110341	20110361	chr22-337	10.6	+	0.9834	2.1013	3.0848	2	3'UTR	ENSG00000128191.18	""	Genic
chr22	20110915	20110935	chr22-73	27.6	+	3.6879	4.7578	8.4457	2	3'UTR	ENSG00000128191.18	""	Genic
chr22	20110971	20110991	chr22-122	21.3	+	4.3026	4.282	8.5846	2	3'UTR	ENSG00000128191.18	""	Genic
chr22	20111202	20111222	chr22-55	27.3	+	3.0733	5.3921	8.4654	2	3'UTR	ENSG00000128191.18	""	Genic
chr22	20111387	20111407	chr22-74	33.6	+	3.4421	4.3613	7.8033	2	3'UTR	ENSG00000128191.18	""	Genic
chr22	20111513	20111533	chr22-738	11.8	+	1.5981	2.2599	3.858	2	3'UTR	ENSG00000128191.18	""	Genic
chr22	20111757	20111777	chr22-949	8.04	+	1.1064	1.3877	2.4941	2	3'UTR	ENSG00000128191.18	""	Genic
chr22	20117518	20117538	chr22-197	17.5	+	2.9503	3.5683	6.5187	2	3'UTR-distal	ENSG00000099901.19	""	Genic
chr22	20117593	20117613	chr22-198	11.8	+	2.7045	3.4097	6.1142	2	3'UTR-distal	ENSG00000099901.19	""	Genic
chr22	20118177	20118197	chr22-1234	6.61	+	1.3522	1.0705	2.4227	2	3'UTR-distal	ENSG00000099901.19	""	Genic
chr22	20118263	20118283	chr22-1235	10.9	+	1.844	1.467	3.3109	2	3'UTR-distal	ENSG00000099901.19	""	Genic
chr22	20119027	20119047	chr22-156	7.75	+	0.3688	1.7842	2.153	2	3'UTR-distal	ENSG00000099901.19	""	Genic
chr22	20119136	20119156	chr22-157	10.9	+	3.8109	4.8371	8.6479	2	3'UTR-distal	ENSG00000099901.19	""	Genic
chr22	20119213	20119233	chr22-2106	9.19	+	0.8605	1.4273	2.2878	2	3'UTR-distal	ENSG00000099901.19	""	Genic
chr22	20119309	20119329	chr22-339	11.2	+	2.2128	1.8635	4.0762	2	3'UTR-distal	ENSG00000099901.19	""	Genic
chr22	20119503	20119523	chr22-562	9.19	+	2.3357	2.8943	5.23	2	3'UTR-distal	ENSG00000099901.19	""	Genic
chr22	20120130	20120150	chr22-442	9.19	+	2.0898	2.2203	4.3101	2	3'UTR-distal	ENSG00000099901.19	""	Genic
chr22	20120197	20120217	chr22-443	8.04	+	1.5981	1.348	2.9461	2	3'UTR-distal	ENSG00000099901.19	""	Genic
chr22	20120537	20120557	chr22-123	16.9	+	2.5816	3.2115	5.793	2	3'UTR-distal	ENSG00000099901.19	""	Genic
chr22	20120871	20120891	chr22-1237	12.1	+	2.5816	2.0617	4.6432	2	3'UTR-distal	ENSG00000099901.19	""	Genic
chr22	20121088	20121108	chr22-563	11.2	+	0.8605	2.1013	2.9619	2	3'UTR-distal	ENSG00000099901.19	""	Genic
chr22	20121141	20121161	chr22-444	12.1	+	0.9834	2.022	3.0055	2	3'UTR-distal	ENSG00000099901.19	""	Genic
chr22	20121275	20121295	chr22-340	13.2	+	2.8274	2.6961	5.5235	2	3'UTR-distal	ENSG00000099901.19	""	Genic
chr22	20121439	20121459	chr22-564	18.4	+	2.0898	2.2203	4.3101	2	3'UTR-distal	ENSG00000099901.19	""	Genic
chr22	20121574	20121594	chr22-199	33.9	+	2.5816	3.9648	6.5464	2	3'UTR-distal	ENSG00000099901.19	""	Genic
chr22	20121731	20121751	chr22-158	13.5	+	2.0898	2.3789	4.4687	2	3'UTR-distal	ENSG00000099901.19	""	Genic
chr22	20122276	20122296	chr22-10	45.4	+	4.5484	4.9164	9.4648	2	CDS	ENSG00000099901.19	""	Genic
chr22	20122397	20122417	chr22-264	9.48	+	1.721	2.8943	4.6153	2	CDS	ENSG00000099901.19	""	Genic
chr22	20125302	20125322	chr22-30	19.5	+	1.4752	2.4185	3.8937	2	CDS	ENSG00000099901.19	""	Genic
chr22	20126341	20126361	chr22-18	56.9	+	7.6217	10.3878	18.0095	2	CDS	ENSG00000099901.19	""	Genic
chr22	20126958	20126978	chr22-3	117.2	+	11.3097	15.8988	27.2085	2	CDS	ENSG00000099901.19	""	Genic
chr22	20127114	20127134	chr22-159	65.8	+	12.539	13.6786	26.2175	2	3'UTR	ENSG00000099901.19	""	Genic
chr22	20135140	20135160	chr22-742	12.6	+	1.5981	1.9824	3.5805	2	3'UTR-distal	ENSG00000099904.17	""	Genic
chr22	20325338	20325358	chr22-4603	6.89	+	1.2293	0.793	2.0223	2	Alu	""	""	TE
chr22	20394787	20394807	chr22-743	14.1	+	1.1064	1.7842	2.8905	2	Alu	ENSG00000185252.20	""	TE
chr22	20396062	20396082	chr22-1609	10.6	+	2.0898	1.1498	3.2396	2	First intron	ENSG00000185252.20	""	Genic
chr22	20396186	20396206	chr22-744	17.5	+	1.4752	2.141	3.6162	2	First intron	ENSG00000185252.20	""	Genic
chr22	20399592	20399612	chr22-745	60.9	+	5.409	6.6609	12.0698	2	Alu	ENSG00000185252.20	""	TE
chr22	20461529	20461549	chr22-3571	19.2	-	1.9669	2.022	3.9889	2	Alu	ENSG00000099910.18	""	TE
chr22	20470145	20470165	chr22-2731	8.62	-	0.7376	1.2291	1.9667	2	Alu	ENSG00000099910.18	""	TE
chr22	20470320	20470340	chr22-2111	12.6	-	0.7376	1.6652	2.4028	2	Alu	ENSG00000099910.18	""	TE
chr22	20477555	20477575	chr22-3573	5.17	-	1.721	0.7137	2.4347	2	Alu	ENSG00000099910.18	""	TE
chr22	20480699	20480719	chr22-2112	5.17	-	1.4752	1.467	2.9421	2	First intron	ENSG00000099910.18	""	Genic
chr22	20485322	20485342	chr22-746	6.61	-	1.2293	0.793	2.0223	2	First intron	ENSG00000099910.18	""	Genic
chr22	20485522	20485542	chr22-950	5.74	-	0.8605	0.9516	1.8121	2	First intron	ENSG00000099910.18	""	Genic
chr22	20485843	20485863	chr22-1240	7.75	-	0.6147	1.1498	1.7644	2	Alu	ENSG00000099910.18	""	TE
chr22	20489348	20489368	chr22-951	4.88	-	0.8605	0.8723	1.7328	2	5'UTR	ENSG00000099910.18	""	Genic
chr22	20489823	20489843	chr22-747	5.17	-	0.6147	1.0705	1.6852	2	5'UTR	ENSG00000099910.18	""	Genic
chr22	20490203	20490223	chr22-1241	4.59	-	0.8605	1.0705	1.931	2	First intron	ENSG00000099910.18	""	Genic
chr22	20491675	20491695	chr22-565	7.47	-	0.8605	1.1101	1.9707	2	5'UTR	ENSG00000099910.18	""	Genic
chr22	20492399	20492419	chr22-2735	5.17	-	0.9834	0.7533	1.7368	2	First intron	ENSG00000099910.18	""	Genic
chr22	20493189	20493209	chr22-1242	7.47	-	2.4586	2.0617	4.5203	2	5'UTR	ENSG00000099910.18	""	Genic
chr22	20493350	20493370	chr22-748	9.76	-	0.4917	1.3877	1.8794	2	First intron	ENSG00000099910.18	""	Genic
chr22	20493717	20493737	chr22-265	48	-	7.3759	7.8503	15.2262	2	Alu	ENSG00000099910.18	""	TE
chr22	20494187	20494207	chr22-2737	6.32	-	0.9834	0.8723	1.8557	2	Alu	ENSG00000099910.18	""	TE
chr22	20507612	20507632	chr22-749	9.48	+	0.8605	1.5066	2.3671	2	5'UTR	ENSG00000099917.18	""	Genic
chr22	20512006	20512026	chr22-952	10.1	+	1.1064	1.1894	2.2958	2	Alu	ENSG00000099917.18	""	TE
chr22	20513097	20513117	chr22-266	9.76	+	1.9669	3.3701	5.337	2	Alu	ENSG00000099917.18	""	TE
chr22	20513305	20513325	chr22-566	25.8	+	1.9669	3.0529	5.0198	2	Alu	ENSG00000099917.18	""	TE
chr22	20513892	20513912	chr22-1245	9.19	+	0.7376	1.348	2.0856	2	Alu	ENSG00000099917.18	""	TE
chr22	20514050	20514070	chr22-1611	8.62	+	0.8605	1.3877	2.2482	2	Alu	ENSG00000099917.18	""	TE
chr22	20514256	20514276	chr22-2116	5.17	+	0.9834	0.8326	1.8161	2	First intron	ENSG00000099917.18	""	Genic
chr22	20514451	20514471	chr22-751	7.18	+	1.3522	1.2687	2.621	2	First intron	ENSG00000099917.18	""	Genic
chr22	20516426	20516446	chr22-567	16.9	+	1.721	2.2996	4.0206	2	First intron	ENSG00000099917.18	""	Genic
chr22	20517125	20517145	chr22-568	16.4	+	1.844	2.1806	4.0246	2	Alu	ENSG00000099917.18	""	TE
chr22	20517867	20517887	chr22-2118	8.33	+	1.3522	1.1498	2.502	2	First intron	ENSG00000099917.18	""	Genic
chr22	20518211	20518231	chr22-341	20.7	+	1.844	3.0529	4.8969	2	Alu	ENSG00000099917.18	""	TE
chr22	20518879	20518899	chr22-569	6.89	+	1.5981	1.5859	3.184	2	Alu	ENSG00000099917.18	""	TE
chr22	20519177	20519197	chr22-953	6.61	+	0.7376	1.1498	1.8874	2	First intron	ENSG00000099917.18	""	Genic
chr22	20519467	20519487	chr22-570	21.3	+	2.7045	2.6961	5.4005	2	Alu	ENSG00000099917.18	""	TE
chr22	20519957	20519977	chr22-752	13.8	+	1.2293	1.9824	3.2117	2	First intron	ENSG00000099917.18	""	Genic
chr22	20520763	20520783	chr22-2120	8.33	+	0.7376	1.3877	2.1253	2	Alu	ENSG00000099917.18	""	TE
chr22	20521422	20521442	chr22-954	23	+	2.2128	2.7754	4.9881	2	Alu	ENSG00000099917.18	""	TE
chr22	20521623	20521643	chr22-445	7.18	+	0.9834	1.5066	2.4901	2	Alu	ENSG00000099917.18	""	TE
chr22	20521745	20521765	chr22-1613	14.1	+	1.4752	1.8238	3.299	2	Alu	ENSG00000099917.18	""	TE
chr22	20521916	20521936	chr22-571	10.9	+	2.8274	2.1806	5.0081	2	Alu	ENSG00000099917.18	""	TE
chr22	20523369	20523389	chr22-3584	6.32	+	1.1064	0.7533	1.8597	2	LINE	ENSG00000099917.18	""	TE
chr22	20525339	20525359	chr22-267	40.8	+	3.0733	5.0749	8.1482	2	Alu	ENSG00000099917.18	""	TE
chr22	20527473	20527493	chr22-1614	7.47	+	0.8605	0.8723	1.7328	2	Alu	ENSG00000099917.18	""	TE
chr22	20529569	20529589	chr22-1246	5.46	+	0.8605	0.793	1.6535	2	Alu	ENSG00000099917.18	""	TE
chr22	20529698	20529718	chr22-3591	5.46	+	0.8605	1.0308	1.8914	2	Alu	ENSG00000099917.18	""	TE
chr22	20535584	20535604	chr22-955	21	+	1.4752	2.6564	4.1316	2	Alu	ENSG00000099917.18	""	TE
chr22	20535995	20536015	chr22-2122	4.59	+	0.7376	0.9516	1.6891	2	Alu	ENSG00000099917.18	""	TE
chr22	20536195	20536215	chr22-572	11.8	+	1.5981	2.022	3.6202	2	First intron	ENSG00000099917.18	""	Genic
chr22	20537177	20537197	chr22-753	4.88	+	0.9834	0.674	1.6575	2	CDS	ENSG00000099917.18	""	Genic
chr22	20538277	20538297	chr22-956	6.32	+	1.1064	1.1498	2.2562	2	Alu	ENSG00000099917.18	""	TE
chr22	20538437	20538457	chr22-446	22.1	+	2.0898	3.2908	5.3806	2	Alu	ENSG00000099917.18	""	TE
chr22	20538713	20538733	chr22-957	8.04	+	0.7376	1.3877	2.1253	2	Alu	ENSG00000099917.18	""	TE
chr22	20539284	20539304	chr22-2124	7.75	+	0.9834	1.3877	2.3711	2	Alu	ENSG00000099917.18	""	TE
chr22	20543235	20543255	chr22-1616	53.4	+	4.4255	7.3349	11.7604	2	Alu	ENSG00000099917.18	""	TE
chr22	20546134	20546154	chr22-574	9.48	+	0.8605	2.022	2.8826	2	Deep intronic	ENSG00000099917.18	""	Genic
chr22	20546532	20546552	chr22-447	17.5	+	1.721	2.4978	4.2189	2	LINE	ENSG00000099917.18	""	TE
chr22	20546621	20546641	chr22-1617	6.61	+	0.8605	1.1498	2.0103	2	LINE	ENSG00000099917.18	""	TE
chr22	20548185	20548205	chr22-4643	5.17	+	1.2293	1.1498	2.3791	2	Alu	ENSG00000099917.18	""	TE
chr22	20548829	20548849	chr22-342	14.4	+	2.0898	1.7049	3.7947	2	Alu	ENSG00000099917.18	""	TE
chr22	20549124	20549144	chr22-1618	6.61	+	1.1064	1.2291	2.3355	2	Other SINE	ENSG00000099917.18	""	TE
chr22	20551786	20551806	chr22-2128	15.5	+	1.721	2.5771	4.2982	2	Deep intronic	ENSG00000099917.18	""	Genic
chr22	20551841	20551861	chr22-1247	10.9	+	1.3522	1.6256	2.9778	2	Deep intronic	ENSG00000099917.18	""	Genic
chr22	20552290	20552310	chr22-1248	6.32	+	1.1064	0.8326	1.939	2	Deep intronic	ENSG00000099917.18	""	Genic
chr22	20555343	20555363	chr22-575	7.18	+	1.2293	1.7842	3.0135	2	Deep intronic	ENSG00000099917.18	""	Genic
chr22	20555731	20555751	chr22-1621	8.9	+	1.5981	1.8635	3.4616	2	Alu	ENSG00000099917.18	""	TE
chr22	20556147	20556167	chr22-2130	9.48	+	1.5981	1.6256	3.2237	2	LINE	ENSG00000099917.18	""	TE
chr22	20556530	20556550	chr22-1622	7.18	+	0.6147	1.0308	1.6455	2	Alu	ENSG00000099917.18	""	TE
chr22	20557473	20557493	chr22-2132	5.46	+	1.2293	1.2291	2.4584	2	Deep intronic	ENSG00000099917.18	""	Genic
chr22	20559875	20559895	chr22-343	8.62	+	0.9834	1.467	2.4504	2	Deep intronic	ENSG00000099917.18	""	Genic
chr22	20564673	20564693	chr22-1625	6.03	+	1.2293	0.793	2.0223	2	CDS	ENSG00000099917.18	""	Genic
chr22	20566475	20566495	chr22-200	8.62	+	1.3522	0.8326	2.1848	2	CDS	ENSG00000099917.18	""	Genic
chr22	20566665	20566685	chr22-1626	5.74	+	1.844	1.1101	2.9541	2	CDS	ENSG00000099917.18	""	Genic
chr22	20567009	20567029	chr22-1251	10.1	+	1.721	1.5859	3.307	2	Deep intronic	ENSG00000099917.18	""	Genic
chr22	20567886	20567906	chr22-6067	8.33	+	1.2293	1.1101	2.3395	2	Alu	ENSG00000099917.18	""	TE
chr22	20568534	20568554	chr22-160	8.33	+	0.9834	1.1498	2.1332	2	CDS	ENSG00000099917.18	""	Genic
chr22	20570213	20570233	chr22-958	16.9	+	1.844	2.2599	4.1039	2	Alu	ENSG00000099917.18	""	TE
chr22	20570417	20570437	chr22-161	52.6	+	4.5484	6.5419	11.0904	2	Alu	ENSG00000099917.18	""	TE
chr22	20570784	20570804	chr22-125	81.8	+	7.8676	11.1807	19.0483	2	Alu	ENSG00000099917.18	""	TE
