chr	start	end	name	score	strand	NormedTC_ENCFF040BGS	NormedTC_ENCFF065BIC	NormedTC_HepG2_HNRNPC	BC_HepG2_HNRNPC	annotation	gene	external_gene_name	grouped_annotation
chr22	28502747	28502767	chr22-1018	8.17	-	1.2291	1.4734	2.7025	2	Deep intronic	ENSG00000100154.15	TTC28	Genic
chr22	28503871	28503891	chr22-2950	4.73	-	1.1345	1.2892	2.4238	2	Deep intronic	ENSG00000100154.15	TTC28	Genic
chr22	28505324	28505344	chr22-1349	7.31	-	0.6618	1.3813	2.0431	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28506634	28506654	chr22-2951	5.16	-	0.9454	1.1971	2.1426	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28508170	28508190	chr22-2108	8.6	-	1.6072	1.8418	3.449	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28508998	28509018	chr22-1798	6.02	-	1.1345	1.4734	2.6079	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28509163	28509183	chr22-682	12	-	1.1345	1.7497	2.8842	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28511789	28511809	chr22-480	14.6	-	1.7018	2.118	3.8198	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28513573	28513593	chr22-1161	7.74	-	0.5673	1.6576	2.2248	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28517110	28517130	chr22-4327	8.17	-	1.2291	0.6446	1.8737	2	Other SINE	ENSG00000100154.15	TTC28	TE
chr22	28518425	28518445	chr22-1019	9.89	-	0.7564	1.3813	2.1377	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28518848	28518868	chr22-879	10.3	-	2.5527	0.3684	2.921	2	Deep intronic	ENSG00000100154.15	TTC28	Genic
chr22	28520548	28520568	chr22-683	12.5	-	1.6072	1.8418	3.449	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28520726	28520746	chr22-535	12.5	-	1.7018	1.7497	3.4515	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28521028	28521048	chr22-192	21.9	-	2.7418	4.5123	7.2541	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28521208	28521228	chr22-481	12.5	-	1.6072	1.9338	3.5411	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28521382	28521402	chr22-880	10.7	-	1.3236	1.8418	3.1654	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28521597	28521617	chr22-1573	6.45	-	1.04	1.1051	2.145	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28522462	28522482	chr22-1020	10.7	-	1.6072	0.9209	2.5281	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28524437	28524457	chr22-13	76.1	-	6.8072	9.6692	16.4764	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28530122	28530142	chr22-1162	7.74	-	1.04	1.1971	2.2371	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28533190	28533210	chr22-1350	9.03	-	1.4182	0.5525	1.9707	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28535875	28535895	chr22-881	7.74	-	1.3236	1.5655	2.8891	2	LTR/ERV	ENSG00000100154.15	TTC28	TE
chr22	28536006	28536026	chr22-482	10.7	-	1.2291	1.4734	2.7025	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28537479	28537499	chr22-1575	7.31	-	1.5127	1.3813	2.894	2	Deep intronic	ENSG00000100154.15	TTC28	Genic
chr22	28539604	28539624	chr22-2109	5.59	-	1.1345	1.013	2.1475	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28541825	28541845	chr22-777	9.89	-	1.2291	1.9338	3.1629	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28541887	28541907	chr22-604	13.3	-	2.1745	2.118	4.2925	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28542059	28542079	chr22-424	16.8	-	1.7963	2.9468	4.7432	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28542127	28542147	chr22-425	17.6	-	1.7018	2.3943	4.0961	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28542351	28542371	chr22-1163	6.88	-	0.3782	1.6576	2.0358	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28542993	28543013	chr22-1164	12.5	-	1.8909	1.6576	3.5485	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28543139	28543159	chr22-167	23.6	-	3.4036	4.4202	7.8238	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28543307	28543327	chr22-605	10.7	-	1.2291	1.9338	3.1629	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28544679	28544699	chr22-1351	6.88	-	0.6618	1.4734	2.1352	2	LTR/ERV	ENSG00000100154.15	TTC28	TE
chr22	28545549	28545569	chr22-1021	11.2	-	1.7963	1.4734	3.2697	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28546252	28546272	chr22-248	14.6	-	3.309	3.5914	6.9005	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28546415	28546435	chr22-117	26.7	-	3.2145	3.9598	7.1743	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28550736	28550756	chr22-2960	6.02	-	1.2291	0.8288	2.0579	2	Deep intronic	ENSG00000100154.15	TTC28	Genic
chr22	28554841	28554861	chr22-193	21.1	-	2.4581	3.2231	5.6812	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28555423	28555443	chr22-1576	6.88	-	1.5127	1.013	2.5257	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28558843	28558863	chr22-778	9.46	-	2.7418	1.2892	4.031	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28559006	28559026	chr22-1577	10.3	-	1.6072	1.4734	3.0807	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28559104	28559124	chr22-2111	7.74	-	1.2291	0.6446	1.8737	2	Deep intronic	ENSG00000100154.15	TTC28	Genic
chr22	28562597	28562617	chr22-882	9.46	-	1.1345	1.3813	2.5158	2	LTR/ERV	ENSG00000100154.15	TTC28	TE
chr22	28562727	28562747	chr22-1165	7.31	-	1.4182	0.8288	2.247	2	Deep intronic	ENSG00000100154.15	TTC28	Genic
chr22	28563098	28563118	chr22-37	31.8	-	4.0654	3.9598	8.0252	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28565203	28565223	chr22-779	7.74	-	0.7564	1.1971	1.9535	2	Deep intronic	ENSG00000100154.15	TTC28	Genic
chr22	28566885	28566905	chr22-66	26.7	-	3.5927	4.6965	8.2892	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28567027	28567047	chr22-1352	8.17	-	1.04	1.3813	2.4213	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28567191	28567211	chr22-50	36.5	-	3.4981	5.9857	9.4838	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28567361	28567381	chr22-536	17.2	-	3.12	1.6576	4.7775	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28568954	28568974	chr22-606	11.6	-	1.4182	1.5655	2.9837	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28569131	28569151	chr22-1166	11.6	-	1.4182	1.1051	2.5232	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28570348	28570368	chr22-2112	6.88	-	1.1345	0.9209	2.0554	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28570786	28570806	chr22-2481	6.02	-	1.2291	0.7367	1.9658	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28571758	28571778	chr22-278	19.3	-	2.3636	3.0389	5.4025	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28572146	28572166	chr22-684	10.7	-	1.6072	1.2892	2.8965	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28572277	28572297	chr22-685	10.7	-	1.3236	3.0389	4.3625	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28572954	28572974	chr22-90	22.8	-	2.5527	4.0519	6.6046	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28573092	28573112	chr22-279	23.6	-	3.8763	2.6706	6.5469	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28573421	28573441	chr22-375	13.3	-	2.08	1.5655	3.6455	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28579784	28579804	chr22-537	16.3	-	1.8909	2.118	4.0089	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28579942	28579962	chr22-168	22.8	-	3.4036	2.8547	6.2583	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28583091	28583111	chr22-2964	5.59	-	0.1891	1.6576	1.8467	2	Deep intronic	ENSG00000100154.15	TTC28	Genic
chr22	28586085	28586105	chr22-1578	10.7	-	1.2291	1.2892	2.5183	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28586251	28586271	chr22-169	39.5	-	4.5381	5.0648	9.603	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28590563	28590583	chr22-1579	8.17	-	2.2691	0.9209	3.1899	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28595891	28595911	chr22-2966	5.16	-	1.2291	0.8288	2.0579	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28596011	28596031	chr22-2482	5.16	-	1.04	1.1971	2.2371	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28598488	28598508	chr22-2117	13.8	-	1.2291	1.7497	2.9787	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28599574	28599594	chr22-483	14.6	-	2.6472	3.8677	6.5149	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28600203	28600223	chr22-15	34.8	-	3.309	5.5253	8.8343	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28600375	28600395	chr22-24	29.7	-	3.309	5.4332	8.7422	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28603681	28603701	chr22-1353	9.03	-	0.9454	1.3813	2.3268	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28604085	28604105	chr22-1580	6.88	-	1.04	1.013	2.053	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28604254	28604274	chr22-34	31.8	-	5.2945	3.5914	8.8859	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28604731	28604751	chr22-1022	10.3	-	1.1345	1.3813	2.5158	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28608202	28608222	chr22-1354	9.46	-	1.5127	1.8418	3.3545	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28608286	28608306	chr22-1581	7.31	-	0.8509	1.2892	2.1401	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28609603	28609623	chr22-1582	7.31	-	0.6618	1.2892	1.951	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28609796	28609816	chr22-1023	11.6	-	1.2291	1.7497	2.9787	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28610035	28610055	chr22-1583	11.2	-	1.5127	1.4734	2.9861	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28613078	28613098	chr22-1167	8.17	-	0.9454	1.013	1.9584	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28613463	28613483	chr22-1355	6.88	-	0.7564	1.1971	1.9535	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28616659	28616679	chr22-1804	7.74	-	1.4182	1.1971	2.6153	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28616813	28616833	chr22-2484	6.45	-	1.1345	1.1051	2.2396	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28617300	28617320	chr22-322	14.2	-	1.8909	1.7497	3.6406	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28617465	28617485	chr22-780	11.6	-	1.5127	1.9338	3.4466	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28617814	28617834	chr22-1168	10.3	-	1.04	1.8418	2.8817	2	LTR/ERV	ENSG00000100154.15	TTC28	TE
chr22	28617940	28617960	chr22-883	12.9	-	2.1745	1.7497	3.9242	2	LTR/ERV	ENSG00000100154.15	TTC28	TE
chr22	28618358	28618378	chr22-1356	8.6	-	1.1345	1.2892	2.4238	2	LTR/ERV	ENSG00000100154.15	TTC28	TE
chr22	28618469	28618489	chr22-2486	6.02	-	0.9454	1.5655	2.5109	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28620318	28620338	chr22-67	37.8	-	7.9417	6.9987	14.9404	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28621522	28621542	chr22-35	25.4	-	2.3636	3.7756	6.1392	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28621649	28621669	chr22-1357	10.7	-	1.4182	1.013	2.4311	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28621713	28621733	chr22-426	18.9	-	1.5127	3.4993	5.012	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28623225	28623245	chr22-686	10.7	-	0.9454	1.9338	2.8793	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28624184	28624204	chr22-1358	7.74	-	0.9454	1.4734	2.4188	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28625191	28625211	chr22-2120	6.45	-	1.4182	0.4604	1.8786	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28641302	28641322	chr22-2494	9.03	-	1.1345	0.8288	1.9633	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28645112	28645132	chr22-1359	7.31	-	0.7564	1.2892	2.0456	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28663219	28663239	chr22-607	12	-	1.8909	1.1051	2.9959	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28674791	28674811	chr22-280	18.9	-	2.5527	2.0259	4.5786	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28677910	28677930	chr22-249	17.6	-	1.1345	2.9468	4.0813	2	3'UTR-distal	ENSG00000100154.15	TTC28	Genic
chr22	28688639	28688659	chr22-2969	5.59	-	0.8509	1.013	1.8639	2	Alu	ENSG00000183765.25	""	TE
chr22	28736754	28736774	chr22-781	10.7	-	0.9454	1.6576	2.603	2	5'UTR	ENSG00000183765.25	""	Genic
chr22	28774093	28774113	chr22-427	24.1	+	1.4182	4.4202	5.8384	2	Alu	ENSG00000159873.11	""	TE
chr22	28774401	28774421	chr22-1360	9.89	+	1.04	1.3813	2.4213	2	Alu	ENSG00000159873.11	""	TE
chr22	28776450	28776470	chr22-3560	9.89	+	0.8509	1.8418	2.6927	2	Alu	ENSG00000159873.11	""	TE
chr22	28783066	28783086	chr22-3561	6.02	+	0.8509	1.013	1.8639	2	Alu	ENSG00000159873.11	""	TE
chr22	28787212	28787232	chr22-687	9.89	+	0.8509	1.4734	2.3243	2	3'UTR	ENSG00000159873.11	""	Genic
chr22	28794785	28794805	chr22-80	18.5	-	3.12	1.9338	5.0538	2	3'UTR	ENSG00000100219.18	""	Genic
chr22	28796924	28796944	chr22-1169	10.7	-	1.8909	1.2892	3.1801	2	Deep intronic	ENSG00000100219.18	""	Genic
chr22	28797921	28797941	chr22-1588	8.17	-	1.04	1.1051	2.145	2	Deep intronic	ENSG00000100219.18	""	Genic
chr22	28798246	28798266	chr22-1170	6.88	-	0.9454	2.118	3.0635	2	Deep intronic	ENSG00000100219.18	""	Genic
chr22	28799273	28799293	chr22-1171	8.6	-	0.9454	0.9209	1.8663	2	First intron	ENSG00000100219.18	""	Genic
chr22	28799910	28799930	chr22-1805	8.6	-	0.6618	1.2892	1.951	2	First intron	ENSG00000100219.18	""	Genic
chr22	28800038	28800058	chr22-250	13.3	-	1.7963	2.118	3.9144	2	5'UTR	ENSG00000100219.18	""	Genic
chr22	28800755	28800775	chr22-1024	9.03	+	1.1345	0.9209	2.0554	2	First intron	ENSG00000226471.8	""	Genic
chr22	28801419	28801439	chr22-108	32.7	+	2.6472	4.6965	7.3437	2	Alu	ENSG00000226471.8	""	TE
chr22	28856510	28856530	chr22-1172	14.2	+	3.0254	0.0921	3.1175	2	Deep intronic	""	""	Genic
chr22	28875799	28875819	chr22-1173	12	+	1.3236	1.3813	2.7049	2	Alu	""	""	TE
chr22	28884500	28884520	chr22-1362	7.74	+	1.4182	1.2892	2.7074	2	First intron	ENSG00000183579.17	""	Genic
chr22	28884638	28884658	chr22-1806	6.02	+	0.8509	1.6576	2.5085	2	First intron	ENSG00000183579.17	""	Genic
chr22	28885652	28885672	chr22-1807	6.88	+	1.6072	0.7367	2.344	2	First intron	ENSG00000183579.17	""	Genic
chr22	28886293	28886313	chr22-2123	5.59	+	1.4182	1.2892	2.7074	2	First intron	ENSG00000183579.17	""	Genic
chr22	28887566	28887586	chr22-688	11.6	+	1.7018	1.1051	2.8068	2	First intron	ENSG00000183579.17	""	Genic
chr22	28889167	28889187	chr22-538	13.8	+	3.6872	0.6446	4.3318	2	First intron	ENSG00000183579.17	""	Genic
chr22	28889242	28889262	chr22-884	12	+	2.8363	1.4734	4.3097	2	First intron	ENSG00000183579.17	""	Genic
chr22	28889938	28889958	chr22-251	18.1	+	2.08	2.4864	4.5663	2	LINE	ENSG00000183579.17	""	TE
chr22	28890068	28890088	chr22-1809	6.45	+	0.9454	1.1051	2.0505	2	First intron	ENSG00000183579.17	""	Genic
chr22	28890787	28890807	chr22-43	43.4	+	8.1308	3.7756	11.9064	2	Alu	ENSG00000183579.17	""	TE
chr22	28890951	28890971	chr22-885	8.6	+	1.1345	2.2101	3.3446	2	Alu	ENSG00000183579.17	""	TE
chr22	28891879	28891899	chr22-689	15.5	+	3.12	1.5655	4.6854	2	First intron	ENSG00000183579.17	""	Genic
chr22	28892066	28892086	chr22-484	11.6	+	2.08	1.4734	3.5534	2	First intron	ENSG00000183579.17	""	Genic
chr22	28892470	28892490	chr22-1025	8.17	+	2.2691	0.5525	2.8216	2	First intron	ENSG00000183579.17	""	Genic
chr22	28892720	28892740	chr22-1363	7.31	+	1.2291	0.9209	2.15	2	First intron	ENSG00000183579.17	""	Genic
chr22	28893286	28893306	chr22-485	13.8	+	4.0654	1.013	5.0784	2	First intron	ENSG00000183579.17	""	Genic
chr22	28893417	28893437	chr22-109	27.9	+	4.2545	3.3152	7.5696	2	First intron	ENSG00000183579.17	""	Genic
chr22	28893523	28893543	chr22-11	73.5	+	12.1962	7.8275	20.0237	2	Alu	ENSG00000183579.17	""	TE
chr22	28893686	28893706	chr22-31	43.8	+	8.3199	5.8015	14.1214	2	Alu	ENSG00000183579.17	""	TE
chr22	28893884	28893904	chr22-32	34	+	7.0908	3.0389	10.1297	2	LINE	ENSG00000183579.17	""	TE
chr22	28894031	28894051	chr22-252	18.5	+	3.7818	2.6706	6.4523	2	Alu	ENSG00000183579.17	""	TE
chr22	28894149	28894169	chr22-134	23.2	+	3.8763	2.5785	6.4548	2	Alu	ENSG00000183579.17	""	TE
chr22	28894361	28894381	chr22-135	19.8	+	4.349	1.9338	6.2829	2	First intron	ENSG00000183579.17	""	Genic
chr22	28894483	28894503	chr22-690	14.6	+	1.7963	1.9338	3.7302	2	First intron	ENSG00000183579.17	""	Genic
chr22	28894641	28894661	chr22-486	14.2	+	2.8363	1.3813	4.2176	2	First intron	ENSG00000183579.17	""	Genic
chr22	28895260	28895280	chr22-539	12.5	+	1.4182	2.2101	3.6283	2	First intron	ENSG00000183579.17	""	Genic
chr22	28895337	28895357	chr22-281	12.5	+	2.08	1.1971	3.2771	2	First intron	ENSG00000183579.17	""	Genic
chr22	28895710	28895730	chr22-886	10.7	+	1.8909	0.9209	2.8118	2	First intron	ENSG00000183579.17	""	Genic
chr22	28895926	28895946	chr22-91	24.5	+	4.6327	4.9728	9.6054	2	First intron	ENSG00000183579.17	""	Genic
chr22	28896158	28896178	chr22-1811	10.7	+	2.2691	0.3684	2.6374	2	Alu	ENSG00000183579.17	""	TE
chr22	28896618	28896638	chr22-487	11.2	+	3.0254	1.8418	4.8672	2	First intron	ENSG00000183579.17	""	Genic
chr22	28896708	28896728	chr22-376	13.3	+	2.2691	2.5785	4.8475	2	First intron	ENSG00000183579.17	""	Genic
chr22	28896960	28896980	chr22-323	13.8	+	2.7418	1.8418	4.5835	2	Alu	ENSG00000183579.17	""	TE
chr22	28897331	28897351	chr22-33	61.5	+	7.9417	8.2879	16.2296	2	Alu	ENSG00000183579.17	""	TE
chr22	28897510	28897530	chr22-2985	12	+	2.8363	1.4734	4.3097	2	Alu	ENSG00000183579.17	""	TE
chr22	28897970	28897990	chr22-324	27.1	+	3.9708	3.7756	7.7465	2	Alu	ENSG00000183579.17	""	TE
chr22	28898139	28898159	chr22-44	26.7	+	3.9708	4.8807	8.8515	2	Alu	ENSG00000183579.17	""	TE
chr22	28898271	28898291	chr22-81	22.4	+	3.5927	2.2101	5.8028	2	First intron	ENSG00000183579.17	""	Genic
chr22	28898381	28898401	chr22-220	18.5	+	1.9854	3.8677	5.8531	2	First intron	ENSG00000183579.17	""	Genic
chr22	28898578	28898598	chr22-429	14.2	+	4.9163	1.3813	6.2976	2	First intron	ENSG00000183579.17	""	Genic
chr22	28898702	28898722	chr22-4	58.5	+	9.0762	6.4462	15.5224	2	First intron	ENSG00000183579.17	""	Genic
chr22	28898966	28898986	chr22-253	20.2	+	3.309	1.8418	5.1508	2	First intron	ENSG00000183579.17	""	Genic
chr22	28899393	28899413	chr22-691	9.89	+	1.5127	1.2892	2.8019	2	First intron	ENSG00000183579.17	""	Genic
chr22	28899720	28899740	chr22-254	26.2	+	5.1999	1.7497	6.9496	2	Alu	ENSG00000183579.17	""	TE
chr22	28900825	28900845	chr22-148	22.4	+	2.6472	2.4864	5.1336	2	Alu	ENSG00000183579.17	""	TE
chr22	28900968	28900988	chr22-608	14.6	+	1.9854	1.7497	3.7351	2	Alu	ENSG00000183579.17	""	TE
chr22	28901064	28901084	chr22-782	11.6	+	1.1345	2.5785	3.713	2	Alu	ENSG00000183579.17	""	TE
chr22	28901157	28901177	chr22-128	22.4	+	6.9017	2.7626	9.6644	2	First intron	ENSG00000183579.17	""	Genic
chr22	28901560	28901580	chr22-149	21.5	+	5.9563	2.3943	8.3506	2	First intron	ENSG00000183579.17	""	Genic
chr22	28901665	28901685	chr22-14	51.6	+	10.1162	5.3411	15.4573	2	Alu	ENSG00000183579.17	""	TE
chr22	28901833	28901853	chr22-82	22.8	+	3.4981	3.4993	6.9975	2	Alu	ENSG00000183579.17	""	TE
chr22	28901959	28901979	chr22-5	96.3	+	12.4798	8.9325	21.4123	2	Alu	ENSG00000183579.17	""	TE
chr22	28902411	28902431	chr22-57	34.4	+	6.9017	4.6965	11.5982	2	Alu	ENSG00000183579.17	""	TE
chr22	28902614	28902634	chr22-92	21.5	+	3.2145	3.9598	7.1743	2	Other SINE	ENSG00000183579.17	""	TE
chr22	28903004	28903024	chr22-282	16.3	+	2.1745	2.3022	4.4767	2	First intron	ENSG00000183579.17	""	Genic
chr22	28903580	28903600	chr22-83	26.7	+	5.1999	4.3281	9.5281	2	First intron	ENSG00000183579.17	""	Genic
chr22	28903736	28903756	chr22-150	15	+	2.4581	2.3943	4.8524	2	First intron	ENSG00000183579.17	""	Genic
chr22	28904420	28904440	chr22-255	12.9	+	3.2145	1.2892	4.5037	2	First intron	ENSG00000183579.17	""	Genic
chr22	28904693	28904713	chr22-93	22.4	+	3.2145	2.5785	5.793	2	First intron	ENSG00000183579.17	""	Genic
chr22	28904965	28904985	chr22-6	92.9	+	13.8034	10.4059	24.2094	2	Alu	ENSG00000183579.17	""	TE
chr22	28905128	28905148	chr22-488	13.3	+	1.9854	1.7497	3.7351	2	Alu	ENSG00000183579.17	""	TE
chr22	28905351	28905371	chr22-221	18.5	+	3.0254	1.3813	4.4067	2	First intron	ENSG00000183579.17	""	Genic
chr22	28905476	28905496	chr22-1177	9.89	+	1.6072	1.013	2.6202	2	First intron	ENSG00000183579.17	""	Genic
chr22	28905832	28905852	chr22-1178	9.89	+	1.7018	1.1051	2.8068	2	Other SINE	ENSG00000183579.17	""	TE
chr22	28905889	28905909	chr22-692	12.5	+	2.2691	1.9338	4.2029	2	Other SINE	ENSG00000183579.17	""	TE
chr22	28906278	28906298	chr22-1591	6.88	+	1.4182	0.6446	2.0628	2	Alu	ENSG00000183579.17	""	TE
chr22	28906811	28906831	chr22-84	19.8	+	5.2945	3.5914	8.8859	2	LINE	ENSG00000183579.17	""	TE
chr22	28907009	28907029	chr22-110	71.8	+	12.1016	5.8936	17.9953	2	Alu	ENSG00000183579.17	""	TE
chr22	28907319	28907339	chr22-430	14.2	+	1.7963	2.118	3.9144	2	First intron	ENSG00000183579.17	""	Genic
chr22	28907417	28907437	chr22-609	11.6	+	1.7018	1.3813	3.0831	2	First intron	ENSG00000183579.17	""	Genic
chr22	28907653	28907673	chr22-890	9.46	+	1.9854	1.5655	3.5509	2	First intron	ENSG00000183579.17	""	Genic
chr22	28907765	28907785	chr22-23	40.8	+	5.0108	5.6174	10.6282	2	First intron	ENSG00000183579.17	""	Genic
chr22	28908047	28908067	chr22-222	15	+	2.2691	1.4734	3.7425	2	First intron	ENSG00000183579.17	""	Genic
chr22	28908563	28908583	chr22-693	9.46	+	2.1745	1.6576	3.8321	2	First intron	ENSG00000183579.17	""	Genic
chr22	28908923	28908943	chr22-38	32.2	+	6.3344	5.0648	11.3993	2	Alu	ENSG00000183579.17	""	TE
chr22	28909114	28909134	chr22-610	10.3	+	3.0254	1.9338	4.9593	2	Alu	ENSG00000183579.17	""	TE
chr22	28909251	28909271	chr22-68	20.6	+	6.0508	1.9338	7.9847	2	First intron	ENSG00000183579.17	""	Genic
chr22	28909621	28909641	chr22-39	27.1	+	2.5527	4.4202	6.9729	2	Alu	ENSG00000183579.17	""	TE
chr22	28909770	28909790	chr22-2	78.2	+	10.3053	7.5512	17.8565	2	Alu	ENSG00000183579.17	""	TE
chr22	28909927	28909947	chr22-54	48.1	+	8.9817	4.7886	13.7703	2	Alu	ENSG00000183579.17	""	TE
chr22	28910060	28910080	chr22-74	33.1	+	7.3744	4.3281	11.7026	2	Alu	ENSG00000183579.17	""	TE
chr22	28910220	28910240	chr22-326	21.9	+	4.5381	1.5655	6.1036	2	Alu	ENSG00000183579.17	""	TE
chr22	28911711	28911731	chr22-283	17.2	+	2.9309	1.1971	4.128	2	First intron	ENSG00000183579.17	""	Genic
chr22	28911958	28911978	chr22-489	16.8	+	3.6872	1.3813	5.0685	2	First intron	ENSG00000183579.17	""	Genic
chr22	28912266	28912286	chr22-170	24.9	+	3.5927	2.4864	6.079	2	First intron	ENSG00000183579.17	""	Genic
chr22	28912437	28912457	chr22-256	12.9	+	3.0254	2.3022	5.3276	2	First intron	ENSG00000183579.17	""	Genic
chr22	28912692	28912712	chr22-1597	12.9	+	2.9309	0.9209	3.8517	2	Alu	ENSG00000183579.17	""	TE
chr22	28912992	28913012	chr22-783	10.3	+	2.4581	2.2101	4.6683	2	First intron	ENSG00000183579.17	""	Genic
chr22	28913133	28913153	chr22-784	9.89	+	3.7818	2.3943	6.176	2	First intron	ENSG00000183579.17	""	Genic
chr22	28913410	28913430	chr22-490	13.8	+	2.08	2.118	4.198	2	First intron	ENSG00000183579.17	""	Genic
chr22	28913820	28913840	chr22-1598	6.45	+	1.04	1.1051	2.145	2	First intron	ENSG00000183579.17	""	Genic
chr22	28914530	28914550	chr22-151	26.2	+	3.8763	2.118	5.9943	2	Alu	ENSG00000183579.17	""	TE
chr22	28914911	28914931	chr22-694	10.7	+	1.5127	0.9209	2.4336	2	First intron	ENSG00000183579.17	""	Genic
chr22	28915419	28915439	chr22-327	16.8	+	3.4981	1.6576	5.1557	2	LTR/ERV	ENSG00000183579.17	""	TE
chr22	28915548	28915568	chr22-194	15.5	+	2.5527	2.3943	4.947	2	LINE	ENSG00000183579.17	""	TE
chr22	28915819	28915839	chr22-540	12.9	+	2.1745	1.5655	3.74	2	First intron	ENSG00000183579.17	""	Genic
chr22	28916088	28916108	chr22-136	20.6	+	2.3636	2.7626	5.1262	2	Alu	ENSG00000183579.17	""	TE
